tau,naughty_mean,naughty_tenant_number,state_r,upper_queue_buffer,link_queue_buffer,average_loss
14560, 155, 50, 0.987500, 1, 100, 1.709704
14592, 155, 50, 0.987500, 1, 100, 1.708369
14624, 155, 50, 0.987500, 1, 100, 1.714303
14656, 155, 50, 0.987500, 1, 100, 1.714650
14688, 155, 50, 0.987500, 1, 100, 1.707607
14720, 155, 50, 0.987500, 1, 100, 1.711187
14752, 155, 50, 0.987500, 1, 100, 1.710166
14784, 155, 50, 0.987500, 1, 100, 1.706461
14816, 155, 50, 0.987500, 1, 100, 1.708071
14848, 155, 50, 0.987500, 1, 100, 1.710782
14880, 155, 50, 0.987500, 1, 100, 1.707828
14912, 155, 50, 0.987500, 1, 100, 1.710513
14944, 155, 50, 0.987500, 1, 100, 1.713031
14976, 155, 50, 0.987500, 1, 100, 1.712627
15008, 155, 50, 0.987500, 1, 100, 1.706282
15040, 155, 50, 0.987500, 1, 100, 1.712883
15072, 155, 50, 0.987500, 1, 100, 1.709840
15104, 155, 50, 0.987500, 1, 100, 1.710769
15136, 155, 50, 0.987500, 1, 100, 1.706422
15168, 155, 50, 0.987500, 1, 100, 1.711966
15200, 155, 50, 0.987500, 1, 100, 1.710220
15232, 155, 50, 0.987500, 1, 100, 1.711569
15264, 155, 50, 0.987500, 1, 100, 1.710353
15296, 155, 50, 0.987500, 1, 100, 1.714792
15328, 155, 50, 0.987500, 1, 100, 1.708148
15360, 155, 50, 0.987500, 1, 100, 1.713645
15392, 155, 50, 0.987500, 1, 100, 1.706593
15424, 155, 50, 0.987500, 1, 100, 1.713822
15456, 155, 50, 0.987500, 1, 100, 1.710074
15488, 155, 50, 0.987500, 1, 100, 1.710087
15520, 155, 50, 0.987500, 1, 100, 1.708756
15552, 155, 50, 0.987500, 1, 100, 1.710129
15584, 155, 50, 0.987500, 1, 100, 1.710916
15616, 155, 50, 0.987500, 1, 100, 1.708685
15648, 155, 50, 0.987500, 1, 100, 1.710160
15680, 155, 50, 0.987500, 1, 100, 1.711459
15712, 155, 50, 0.987500, 1, 100, 1.710320
15744, 155, 50, 0.987500, 1, 100, 1.711662
15776, 155, 50, 0.987500, 1, 100, 1.701123
15808, 155, 50, 0.987500, 1, 100, 1.709712
15840, 155, 50, 0.987500, 1, 100, 1.703084
15872, 155, 50, 0.987500, 1, 100, 1.706305
15904, 155, 50, 0.987500, 1, 100, 1.709937
15936, 155, 50, 0.987500, 1, 100, 1.708939
15968, 155, 50, 0.987500, 1, 100, 1.710378
